2.0550 	 -1.8320 	 1.4570 	 1522151888.7596 
2.0560 	 -1.8290 	 1.4510 	 1522151888.7596 
2.0760 	 -1.8320 	 1.3700 	 1522151888.7605 
2.0570 	 -1.8130 	 1.5610 	 1522151888.9255 
2.0240 	 -1.8070 	 1.5680 	 1522151889.2634 
2.0020 	 -1.8560 	 1.7070 	 1522151889.6044 
1.9740 	 -1.8580 	 1.7520 	 1522151889.9404 
1.9760 	 -1.8720 	 1.5840 	 1522151890.2754 
2.0000 	 -1.8710 	 1.5330 	 1522151890.6124 
2.0370 	 -1.8090 	 1.5170 	 1522151890.9504 
2.0630 	 -1.7900 	 1.6780 	 1522151891.2884 
2.0600 	 -1.7650 	 1.9770 	 1522151891.9625 
2.0620 	 -1.7640 	 1.9890 	 1522151892.6374 
2.0620 	 -1.7670 	 1.9720 	 1522151892.9744 
2.0630 	 -1.7640 	 2.0020 	 1522151893.3093 
2.1530 	 -1.6980 	 2.2840 	 1522151893.6463 
2.1530 	 -1.7160 	 2.0890 	 1522151893.9873 
2.1350 	 -1.7290 	 1.9790 	 1522151894.3243 
2.1330 	 -1.7300 	 1.9660 	 1522151894.6623 
2.1310 	 -1.7330 	 1.9600 	 1522151895.0003 
2.1360 	 -1.7330 	 1.9390 	 1522151895.3373 
2.1550 	 -1.7200 	 2.0440 	 1522151895.6705 
2.1570 	 -1.7200 	 2.0370 	 1522151896.0123 
2.1560 	 -1.7950 	 1.8530 	 1522151897.0203 
2.1550 	 -1.8080 	 1.6930 	 1522151897.3613 
2.1570 	 -1.8080 	 1.6950 	 1522151897.6993 
2.0420 	 -1.7910 	 1.7560 	 1522151898.3769 
2.0670 	 -1.7910 	 1.6880 	 1522151898.7114 
2.0670 	 -1.7910 	 1.6910 	 1522151899.0496 
2.0600 	 -1.8060 	 1.5240 	 1522151899.7252 
2.0620 	 -1.8220 	 1.3410 	 1522151900.0612 
2.0620 	 -1.8240 	 1.3040 	 1522151900.7362 
2.0680 	 -1.8260 	 1.2730 	 1522151901.0732 
2.0450 	 -1.8240 	 1.3510 	 1522151901.4072 
2.0460 	 -1.8230 	 1.3710 	 1522151901.7482 
2.0220 	 -1.8200 	 1.4540 	 1522151902.0822 
2.0480 	 -1.8190 	 1.4990 	 1522151902.4252 
2.1550 	 -1.8200 	 1.4680 	 1522151902.7631 
2.1520 	 -1.8180 	 1.4920 	 1522151903.0982 
2.1750 	 -1.8210 	 1.4200 	 1522151903.4363 
2.1480 	 -1.8220 	 1.3750 	 1522151903.7733 
2.0650 	 -1.8230 	 1.3220 	 1522151904.1113 
2.0690 	 -1.8240 	 1.2950 	 1522151904.4482 
2.0690 	 -1.8230 	 1.2900 	 1522151904.7862 
2.0670 	 -1.8230 	 1.3050 	 1522151905.1231 
2.0650 	 -1.8050 	 1.4960 	 1522151905.4612 
2.0630 	 -1.7930 	 1.6690 	 1522151905.7991 
2.0650 	 -1.7950 	 1.6560 	 1522151906.1351 
2.0660 	 -1.7940 	 1.6630 	 1522151906.4731 
2.0620 	 -1.8230 	 1.2900 	 1522151907.1491 
2.0590 	 -1.8220 	 1.3130 	 1522151907.4851 
2.0620 	 -1.8060 	 1.4900 	 1522151907.8191 
2.0430 	 -1.8090 	 1.5560 	 1522151908.1601 
2.0250 	 -1.8050 	 1.6490 	 1522151908.4990 
2.0290 	 -1.8070 	 1.6210 	 1522151908.8351 
2.0250 	 -1.8220 	 1.4440 	 1522151909.1732 
2.0490 	 -1.8230 	 1.3680 	 1522151909.5100 
2.0660 	 -1.8240 	 1.3110 	 1522151909.8480 
2.0650 	 -1.8230 	 1.3220 	 1522151910.1851 
2.0670 	 -1.8250 	 1.3050 	 1522151910.5220 
2.1160 	 -1.8240 	 1.3140 	 1522151910.8610 
2.1190 	 -1.8080 	 1.4960 	 1522151911.1970 
2.1180 	 -1.8070 	 1.5030 	 1522151911.5360 
2.1190 	 -1.8060 	 1.5050 	 1522151912.2100 
2.0670 	 -1.8060 	 1.5050 	 1522151912.5470 
2.0700 	 -1.8220 	 1.2970 	 1522151912.8890 
2.0460 	 -1.8230 	 1.3670 	 1522151913.2220 
2.0470 	 -1.8230 	 1.3590 	 1522151913.5609 
2.0280 	 -1.8230 	 1.4240 	 1522151913.8969 
2.0230 	 -1.8090 	 1.6150 	 1522151914.2349 
2.0490 	 -1.7930 	 1.7260 	 1522151914.5729 
2.0890 	 -1.7800 	 1.9820 	 1522151915.2480 
2.0910 	 -1.7770 	 2.0060 	 1522151916.2589 
2.0810 	 -1.7770 	 1.9900 	 1522151916.5969 
2.0750 	 -1.7730 	 1.9980 	 1522151916.9358 
2.0530 	 -1.7740 	 1.8390 	 1522151917.2721 
2.0550 	 -1.7720 	 1.8530 	 1522151917.6089 
2.0620 	 -1.7710 	 1.8800 	 1522151917.9469 
2.1530 	 -1.7100 	 2.1360 	 1522151918.2849 
2.1530 	 -1.6920 	 2.3390 	 1522151918.6218 
2.1440 	 -1.6980 	 2.2800 	 1522151919.2968 
2.0570 	 -1.7640 	 1.9930 	 1522151919.6338 
2.0380 	 -1.7770 	 1.9080 	 1522151920.3048 
2.0400 	 -1.7950 	 1.7050 	 1522151920.6459 
2.0200 	 -1.8050 	 1.6330 	 1522151920.9799 
2.0220 	 -1.8090 	 1.6060 	 1522151921.3208 
2.0210 	 -1.8100 	 1.6030 	 1522151921.6548 
2.0170 	 -1.8060 	 1.6670 	 1522151921.9959 
2.0400 	 -1.8010 	 1.6980 	 1522151922.3338 
2.0420 	 -1.8060 	 1.6450 	 1522151922.6719 
2.0680 	 -1.7970 	 1.6860 	 1522151923.0090 
2.0710 	 -1.7930 	 1.6920 	 1522151923.3477 
2.0680 	 -1.7930 	 1.6860 	 1522151923.6837 
2.0600 	 -1.7950 	 1.6550 	 1522151924.0208 
2.0590 	 -1.7980 	 1.6380 	 1522151924.3597 
2.0580 	 -1.8000 	 1.6730 	 1522151924.6958 
2.0600 	 -1.7990 	 1.6780 	 1522151925.0327 
2.0510 	 -1.8060 	 1.6410 	 1522151925.3667 
2.0510 	 -1.8030 	 1.6680 	 1522151925.7077 
2.0560 	 -1.7990 	 1.7000 	 1522151926.0467 
2.0560 	 -1.7970 	 1.7230 	 1522151926.3827 
2.0700 	 -1.7970 	 1.6690 	 1522151926.7207 
2.0730 	 -1.7930 	 1.7000 	 1522151927.0577 
2.0930 	 -1.7760 	 1.8070 	 1522151928.0676 
2.0930 	 -1.7770 	 1.7930 	 1522151929.0826 
2.0920 	 -1.7720 	 1.8780 	 1522151929.4206 
2.2360 	 -1.6760 	 2.2170 	 1522151929.7590 
2.2080 	 -1.7040 	 2.0070 	 1522151931.1036 
2.2100 	 -1.6990 	 2.0700 	 1522151931.4446 
2.0410 	 -1.8140 	 1.5600 	 1522151931.7836 
2.0110 	 -1.8320 	 1.5190 	 1522151932.1235 
2.0210 	 -1.8230 	 1.6080 	 1522151932.4616 
2.0030 	 -1.8350 	 1.4830 	 1522151932.7946 
2.0920 	 -1.7740 	 1.8490 	 1522151933.8085 
2.1230 	 -1.7510 	 1.9320 	 1522151934.1485 
2.1220 	 -1.7480 	 1.9560 	 1522151934.4825 
2.1400 	 -1.7390 	 2.0640 	 1522151934.8235 
2.0770 	 -1.7870 	 1.8450 	 1522151935.1575 
2.0600 	 -1.8010 	 1.7140 	 1522151935.8318 
2.0580 	 -1.8020 	 1.7030 	 1522151936.1705 
2.0680 	 -1.7950 	 1.7240 	 1522151936.5034 
2.0830 	 -1.7850 	 1.7970 	 1522151936.8445 
2.0880 	 -1.7860 	 1.8030 	 1522151937.1855 
2.0860 	 -1.7840 	 1.8160 	 1522151937.5235 
2.0730 	 -1.7880 	 1.8000 	 1522151937.8525 
2.0700 	 -1.7860 	 1.8200 	 1522151938.1944 
2.0640 	 -1.7890 	 1.7780 	 1522151938.5314 
2.0640 	 -1.7900 	 1.7660 	 1522151938.8694 
2.0640 	 -1.7950 	 1.7070 	 1522151939.2064 
2.0600 	 -1.7990 	 1.6550 	 1522151939.5474 
2.0510 	 -1.8040 	 1.6210 	 1522151939.8774 
2.0510 	 -1.8040 	 1.6210 	 1522151940.2194 
2.0400 	 -1.8100 	 1.5790 	 1522151940.5524 
2.0440 	 -1.8090 	 1.5960 	 1522151940.8934 
2.0220 	 -1.8100 	 1.6770 	 1522151941.5724 
2.0220 	 -1.8110 	 1.6610 	 1522151941.9054 
2.0180 	 -1.8110 	 1.6730 	 1522151942.2443 
2.0190 	 -1.8090 	 1.7030 	 1522151942.5804 
2.0510 	 -1.7980 	 1.7090 	 1522151942.9144 
2.0370 	 -1.8050 	 1.6620 	 1522151943.2514 
2.0710 	 -1.8160 	 1.5970 	 1522151944.6054 
2.0760 	 -1.8180 	 1.5790 	 1522151945.2805 
2.0420 	 -1.8040 	 1.6360 	 1522151945.6216 
2.0340 	 -1.8030 	 1.6050 	 1522151945.9553 
2.0360 	 -1.7970 	 1.6250 	 1522151946.2923 
2.0260 	 -1.7970 	 1.5690 	 1522151946.6343 
2.0340 	 -1.7990 	 1.5640 	 1522151947.0425 
2.0330 	 -1.8010 	 1.5420 	 1522151947.6423 
2.0420 	 -1.8010 	 1.5800 	 1522151947.9848 
2.0410 	 -1.8070 	 1.5590 	 1522151948.3180 
2.0330 	 -1.8040 	 1.5610 	 1522151948.6543 
2.0310 	 -1.8020 	 1.5700 	 1522151948.9930 
2.0190 	 -1.8090 	 1.5110 	 1522151949.3264 
2.0160 	 -1.8090 	 1.5200 	 1522151949.6662 
2.0310 	 -1.8170 	 1.4490 	 1522151950.0042 
2.0430 	 -1.8170 	 1.4910 	 1522151950.3424 
2.1460 	 -1.7440 	 1.8550 	 1522151950.6802 
2.1600 	 -1.7450 	 1.8060 	 1522151951.0162 
2.1420 	 -1.7410 	 1.8870 	 1522151951.6912 
2.0460 	 -1.8080 	 1.5610 	 1522151952.0282 
2.0430 	 -1.8020 	 1.6440 	 1522151953.0534 
2.0480 	 -1.8020 	 1.6460 	 1522151953.3782 
2.0680 	 -1.7870 	 1.6560 	 1522151953.7172 
2.0680 	 -1.7870 	 1.6600 	 1522151954.1278 
2.0700 	 -1.7900 	 1.6090 	 1522151954.3936 
2.0690 	 -1.7920 	 1.6040 	 1522151954.7772 
2.0600 	 -1.8010 	 1.6240 	 1522151955.0658 
2.0620 	 -1.7990 	 1.6470 	 1522151955.4041 
2.0630 	 -1.7930 	 1.7250 	 1522151955.7415 
2.0620 	 -1.7940 	 1.7050 	 1522151956.0858 
2.0670 	 -1.7940 	 1.7320 	 1522151956.5117 
2.0570 	 -1.7950 	 1.6860 	 1522151956.7531 
2.1080 	 -1.7590 	 1.8700 	 1522151957.0917 
2.1080 	 -1.7640 	 1.8200 	 1522151957.4271 
2.1050 	 -1.7630 	 1.8170 	 1522151957.7651 
2.1170 	 -1.7650 	 1.8460 	 1522151958.1030 
2.0670 	 -1.7990 	 1.6800 	 1522151958.4401 
2.0730 	 -1.7890 	 1.7950 	 1522151959.1141 
2.0790 	 -1.7870 	 1.8440 	 1522151959.4520 
2.0830 	 -1.7880 	 1.8590 	 1522151959.7890 
2.0830 	 -1.7890 	 1.8450 	 1522151960.1271 
2.0780 	 -1.7910 	 1.8140 	 1522151960.4640 
2.0750 	 -1.7890 	 1.8270 	 1522151960.8022 
2.0620 	 -1.7970 	 1.7170 	 1522151961.1400 
2.0640 	 -1.8010 	 1.6970 	 1522151961.4770 
2.0550 	 -1.7970 	 1.6610 	 1522151961.8140 
2.0500 	 -1.8010 	 1.5940 	 1522151962.1520 
2.0460 	 -1.7920 	 1.6300 	 1522151962.4890 
2.0450 	 -1.7860 	 1.6870 	 1522151962.8260 
2.0430 	 -1.7900 	 1.6890 	 1522151963.1642 
2.0450 	 -1.7900 	 1.7050 	 1522151963.5010 
2.0520 	 -1.7920 	 1.7290 	 1522151963.8390 
2.0410 	 -1.7950 	 1.6690 	 1522151964.1760 
2.0430 	 -1.7940 	 1.6720 	 1522151964.5139 
2.0310 	 -1.7950 	 1.6400 	 1522151964.8509 
2.0340 	 -1.7980 	 1.6200 	 1522151965.8640 
2.0410 	 -1.8050 	 1.5620 	 1522151966.2009 
2.0350 	 -1.8060 	 1.5450 	 1522151966.5389 
2.0350 	 -1.8080 	 1.5370 	 1522151966.8761 
2.0230 	 -1.8080 	 1.5180 	 1522151967.2129 
2.0230 	 -1.8090 	 1.5030 	 1522151968.2219 
2.0370 	 -1.8010 	 1.6060 	 1522151968.5630 
2.0460 	 -1.8030 	 1.6280 	 1522151968.9009 
2.0540 	 -1.8050 	 1.6370 	 1522151969.2378 
2.0670 	 -1.7980 	 1.7040 	 1522151969.5758 
2.0640 	 -1.7890 	 1.7850 	 1522151970.5838 
2.0670 	 -1.7860 	 1.8300 	 1522151971.2628 
2.0680 	 -1.7890 	 1.8060 	 1522151971.5998 
2.0680 	 -1.7920 	 1.7850 	 1522151971.9387 
2.0690 	 -1.7910 	 1.7950 	 1522151972.2748 
2.0690 	 -1.7900 	 1.7950 	 1522151972.6128 
2.0700 	 -1.7840 	 1.8400 	 1522151972.9498 
2.0700 	 -1.7840 	 1.8490 	 1522151973.2878 
2.6690 	 -1.3610 	 2.6240 	 1522151973.6258 
2.6690 	 -1.3630 	 2.6140 	 1522151973.9617 
2.6620 	 -1.3710 	 2.5260 	 1522151974.2997 
2.6620 	 -1.3720 	 2.5020 	 1522151974.6367 
2.0620 	 -1.7940 	 1.7150 	 1522151975.3145 
2.0530 	 -1.7880 	 1.7260 	 1522151975.7220 
2.0380 	 -1.7970 	 1.6510 	 1522151975.9953 
2.0300 	 -1.8040 	 1.5900 	 1522151976.3207 
2.0280 	 -1.8070 	 1.5780 	 1522151976.6644 
2.0420 	 -1.8140 	 1.5640 	 1522151977.0128 
2.0590 	 -1.8020 	 1.6700 	 1522151977.3528 
2.0680 	 -1.7920 	 1.7730 	 1522151977.6928 
2.1460 	 -1.7330 	 2.0370 	 1522151978.0147 
2.1450 	 -1.7260 	 2.1000 	 1522151978.3497 
2.1370 	 -1.7330 	 2.0200 	 1522151978.6867 
2.1380 	 -1.7360 	 1.9940 	 1522151979.0247 
2.0550 	 -1.7950 	 1.7020 	 1522151979.3616 
2.0570 	 -1.7980 	 1.6790 	 1522151979.7001 
2.0490 	 -1.8020 	 1.6600 	 1522151980.0366 
2.0390 	 -1.6600 	 1.7990 	 1522151980.3756 
2.0420 	 -1.6610 	 1.8010 	 1522151980.7126 
2.0360 	 -1.6590 	 1.8090 	 1522151981.0486 
2.0480 	 -1.6480 	 1.9070 	 1522151981.3866 
2.0480 	 -1.8010 	 1.6780 	 1522151982.0620 
2.0370 	 -1.8110 	 1.6190 	 1522151982.4024 
2.0450 	 -1.8100 	 1.6490 	 1522151982.7334 
2.0480 	 -1.8110 	 1.6560 	 1522151983.0818 
2.0560 	 -1.8010 	 1.7540 	 1522151983.4076 
2.0720 	 -1.7880 	 1.8600 	 1522151983.7446 
2.0720 	 -1.7870 	 1.8650 	 1522151984.0921 
2.0650 	 -1.7880 	 1.8290 	 1522151984.4235 
2.0660 	 -1.7900 	 1.8340 	 1522151984.7737 
2.0670 	 -1.7910 	 1.8230 	 1522151985.0985 
2.0690 	 -1.7910 	 1.8210 	 1522151985.4365 
2.0730 	 -1.7910 	 1.8390 	 1522151985.7736 
2.0720 	 -1.7960 	 1.6920 	 1522151986.1131 
2.0670 	 -1.8020 	 1.6330 	 1522151986.4477 
2.0640 	 -1.8070 	 1.5650 	 1522151986.7855 
2.0600 	 -1.8110 	 1.5260 	 1522151987.1195 
2.0630 	 -1.8110 	 1.5430 	 1522151987.4605 
2.0530 	 -1.8090 	 1.5230 	 1522151987.7977 
2.0420 	 -1.8070 	 1.5020 	 1522151988.1380 
2.0450 	 -1.8070 	 1.5010 	 1522151988.4751 
2.0580 	 -1.8090 	 1.5970 	 1522151989.8230 
2.1150 	 -1.8510 	 1.5840 	 1522151990.4984 
2.1950 	 -1.9070 	 1.2790 	 1522151991.5094 
2.2010 	 -1.8960 	 1.1490 	 1522151992.1864 
2.1690 	 -1.8370 	 1.0960 	 1522151992.5184 
2.1420 	 -1.7650 	 1.1760 	 1522151992.8594 
2.1050 	 -1.7090 	 1.1660 	 1522151993.2014 
2.1040 	 -1.6810 	 1.1060 	 1522151993.5354 
2.1280 	 -1.6850 	 1.0640 	 1522151993.8755 
2.1550 	 -1.7050 	 1.0340 	 1522151994.2094 
2.1770 	 -1.7330 	 0.9780 	 1522151994.5483 
2.2040 	 -1.7370 	 1.1720 	 1522151994.8853 
2.1950 	 -1.7380 	 1.1370 	 1522151995.5605 
2.1960 	 -1.7400 	 1.1680 	 1522151995.8993 
2.2040 	 -1.7360 	 1.2740 	 1522151996.2354 
2.1860 	 -1.7470 	 1.1520 	 1522151996.5733 
2.1830 	 -1.7480 	 1.1980 	 1522151996.9113 
2.1790 	 -1.7490 	 1.1570 	 1522151997.2474 
2.1730 	 -1.7530 	 1.0490 	 1522151997.5853 
2.1740 	 -1.7520 	 1.0740 	 1522151997.9223 
2.1750 	 -1.7500 	 1.0340 	 1522151998.2603 
2.1750 	 -1.7480 	 1.0460 	 1522151998.5963 
2.1800 	 -1.7480 	 1.0840 	 1522151998.9372 
2.1740 	 -1.7530 	 1.0360 	 1522151999.2733 
2.1750 	 -1.7550 	 0.9920 	 1522151999.6053 
2.1740 	 -1.7560 	 0.9920 	 1522151999.9473 
2.1740 	 -1.7560 	 0.9780 	 1522152000.2862 
2.1770 	 -1.7550 	 0.9490 	 1522152000.6222 
2.1760 	 -1.7540 	 0.9690 	 1522152000.9592 
2.1750 	 -1.7550 	 0.9570 	 1522152001.3092 
2.1700 	 -1.7520 	 0.9520 	 1522152001.6348 
2.1680 	 -1.7530 	 0.9470 	 1522152001.9823 
